【央视频道】,#genre#
CCTV-5+体育赛事,http://111.20.33.93/TVOD/88888893/224/3221226221/index.m3u8
CCTV-5+体育赛事,http://111.63.117.13:6060/030000001000/G_CCTV-5PLUS/G_CCTV-5PLUS.m3u8
CCTV-5+体育赛事,http://183.207.249.14/PLTV/3/224/3221225604/index.m3u8
CCTV-5+体育赛事,http://39.134.66.110/PLTV/88888888/224/3221225507/index.m3u8
CCTV-6电影,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000016466/1.m3u8?Contentid=1000000001000016466&livemode=1&stbId=3&channel-id=ystenlive  
CCTV-6电影,http://111.20.33.93/PLTV/88888893/224/3221226011/index.m3u8
CCTV-6电影,http://111.20.33.93/TVOD/88888893/224/3221226393/index.m3u8
CCTV-6电影,http://111.40.196.31/PLTV/88888888/224/3221225561/index.m3u8
CCTV-6电影,http://111.63.117.13:6060/030000001000/CCTV-6/CCTV-6.m3u8
CCTV-6电影,http://183.207.249.15/PLTV/3/224/3221225548/index.m3u8
CCTV-6电影,http://183.207.249.9/PLTV/3/224/3221225548/index.m3u8
CCTV-6电影,http://39.134.19.248:6610/yinhe/2/ch00000090990000001859/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6电影,http://39.134.66.110/PLTV/88888888/224/3221225814/index.m3u8
CCTV-6电影,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv6hd/4000000/mnf.m3u8
CCTV-7国防军事,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000017218/1.m3u8?Contentid=1000000001000017218&livemode=1&stbId=3&channel-id=ystenlive  
CCTV-7国防军事,http://111.20.33.93/PLTV/88888893/224/3221226192/index.m3u8
CCTV-7国防军事,http://183.207.249.15/PLTV/3/224/3221225546/index.m3u8
CCTV-7国防军事,http://183.207.249.36/PLTV/4/224/3221227314/index.m3u8
CCTV-7国防军事,http://183.207.249.9/PLTV/3/224/3221225546/index.m3u8
CCTV-7国防军事,http://39.134.65.164/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7国防军事,http://39.134.65.179/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7国防军事,http://39.134.65.181/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7国防军事,http://39.134.65.183/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7国防军事,http://39.134.66.110/PLTV/88888888/224/3221225671/index.m3u8
CCTV-8电视剧,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000003736/1.m3u8?Contentid=1000000001000003736&livemode=1&stbId=3&channel-id=ystenlive  
CCTV-8电视剧,http://111.20.33.93/PLTV/88888893/224/3221226391/index.m3u8
CCTV-8电视剧,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8
CCTV-8电视剧,http://111.40.196.25/PLTV/88888888/224/3221225565/index.m3u8
CCTV-8电视剧,http://111.40.196.31/PLTV/88888888/224/3221225592/index.m3u8
CCTV-8电视剧,http://39.134.19.248:6610/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8电视剧,http://39.134.66.110/PLTV/88888888/224/3221225795/index.m3u8
CCTV-8电视剧,http://39.136.48.21:8089/PLTV/88888888/224/3221225753/index.m3u8
CCTV-8电视剧,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231694/index.m3u8
CCTV-8电视剧,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv8hd/4000000/mnf.m3u8
CCTV-9纪录,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000014583/1.m3u8?Contentid=1000000001000014583&livemode=1&stbId=3&channel-id=ystenlive  
CCTV-9纪录,http://111.20.33.93/TVOD/88888893/224/3221226197/index.m3u8
CCTV-9纪录,http://111.40.196.34/PLTV/88888888/224/3221225502/index.m3u8
CCTV-9纪录,http://111.40.196.35/PLTV/88888888/224/3221225502/index.m3u8
CCTV-9纪录,http://111.40.196.35/wh7f454c46tw3640300029_615820538/PLTV/88888888/224/3221225502/index.m3u8
CCTV-9纪录,http://183.207.249.13/PLTV/3/224/3221225532/index.m3u8
CCTV-9纪录,http://183.207.249.14/PLTV/3/224/3221225532/index.m3u8
CCTV-9纪录,http://183.207.249.6/PLTV/3/224/3221225532/index.m3u8
CCTV-9纪录,http://39.134.65.208/PLTV/88888888/224/3221225676/index.m3u8
CCTV-9纪录,http://39.134.66.110/PLTV/88888888/224/3221225676/index.m3u8
CCTV-9纪录,http://111.40.196.35/PLTV/88888888/224/3221225502/index.m3u8
CCTV-9纪录,http://39.134.65.208/PLTV/88888888/224/3221225676/index.m3u8
CCTV-10科教,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000026367/1.m3u8?Contentid=1000000001000026367&livemode=1&stbId=3&channel-id=ystenlive  
CCTV-10科教,http://111.20.33.93/PLTV/88888893/224/3221226189/index.m3u8
CCTV-10科教,http://183.207.249.34/PLTV/4/224/3221227317/index.m3u8
CCTV-10科教,http://183.207.249.7/PLTV/3/224/3221225550/index.m3u8
CCTV-10科教,http://183.207.249.8/PLTV/3/224/3221225550/index.m3u8
CCTV-10科教,http://39.134.66.110/PLTV/88888888/224/3221225677/index.m3u8
CCTV-10科教,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV-10科教,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv10hd/4000000/mnf.m3u8
CCTV-11戏曲,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000002000019789/1.m3u8?Contentid=1000000002000019789&livemode=1&stbId=3&channel-id=ystenlive  
CCTV-11戏曲,http://111.20.33.93/PLTV/88888893/224/3221226240/index.m3u8
CCTV-12社会与法,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000001640/1.m3u8?Contentid=1000000001000001640&livemode=1&stbId=3&channel-id=ystenlive
CCTV-12社会与法,http://111.20.33.93/PLTV/88888893/224/3221226190/index.m3u8
CCTV-12社会与法,http://183.207.249.7/PLTV/3/224/3221225556/index.m3u8
CCTV-12社会与法,http://183.207.249.8/PLTV/3/224/3221225556/index.m3u8
CCTV-12社会与法,http://39.134.66.110/PLTV/88888888/224/3221225669/index.m3u8
CCTV-12社会与法,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV-13新闻,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000002000021303/1.m3u8?Contentid=1000000002000021303&livemode=1&stbId=3&channel-id=ystenlive
CCTV-13新闻,http://111.20.33.93/PLTV/88888893/224/3221226233/index.m3u8
CCTV-13新闻,http://111.40.196.30/PLTV/88888888/224/3221225504/index.m3u8
CCTV-13新闻,http://183.207.249.11/PLTV/3/224/3221225560/index.m3u8
CCTV-13新闻,http://183.207.249.12/PLTV/3/224/3221225560/index.m3u8
CCTV-13新闻,http://183.207.249.14/PLTV/3/224/3221225560/index.m3u8
CCTV-13新闻,http://183.207.249.36/PLTV/4/224/3221227387/index.m3u8
CCTV-14少儿,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000008170/1.m3u8?Contentid=1000000001000008170&livemode=1&stbId=3&channel-id=ystenlive
CCTV-14少儿,http://111.20.33.93/PLTV/88888893/224/3221226193/index.m3u8
CCTV-14少儿,http://111.20.33.93/TVOD/88888893/224/3221226193/index.m3u8
CCTV-14少儿,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8
CCTV-14少儿,http://140.207.241.3:8080/live/program/live/cctvsehd/4000000/mnf.m3u8
CCTV-14少儿,http://39.134.65.162/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14少儿,http://39.134.66.110/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14少儿,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14少儿,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctvsehd/4000000/mnf.m3u8
CCTV-15音乐,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000002000008163/1.m3u8?Contentid=1000000002000008163&livemode=1&stbId=3&channel-id=ystenlive
CCTV-15音乐,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8
CCTV-15音乐,http://39.134.65.173/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15音乐,http://39.134.65.175/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15音乐,http://39.134.65.181/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15音乐,http://39.134.65.183/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15音乐,http://39.136.48.22:8089/PLTV/88888888/224/3221226409/index.m3u8
CCTV-16奥林匹克,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000006000233002/1.m3u8?Contentid=1000000006000233002&livemode=1&stbId=3&channel-id=ystenlive
CCTV-16奥林匹克,http://111.20.33.93/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奥林匹克,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV-17农业农村,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000005000056836/1.m3u8?Contentid=1000000005000056836&livemode=1&stbId=3&channel-id=ystenlive
CCTV-17农业农村,http://111.20.33.93/PLTV/88888893/224/3221226198/index.m3u8
CCTV-17农业农村,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8
CCTV-17农业农村,http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8
CCTV-第一剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
CCTV-风云剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
CCTV-怀旧剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012511203.m3u8
CCTV-世界地理,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
CCTV-世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8
CCTV-女性时尚,http://111.20.33.93/PLTV/88888893/224/3221226237/index.m3u8
CCTV-风云音乐,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
CETV-1教育综合,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV-2继续教育,http://txycsbl.centv.cn/zb/0728cetv2.m3u8
CETV-3人文记录,http://txycsbl.centv.cn/zb/0728cetv3.m3u8
CETV-4空中课堂,http://txycsbl.centv.cn/zb/0728cetv4.m3u8
CCTV-兵器科技,rtsp://221.203.83.35/PLTV/88888888/224/3221226704/10000100000000060000000006385167_0.smil
CCTV-怀旧剧场,rtsp://221.203.83.35/PLTV/88888888/224/3221226700/10000100000000060000000006385151_0.smil
CCTV-精品记录,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
CCTV-精品记录,http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
CCTV-风云剧场,rtsp://221.203.83.35/PLTV/88888888/224/3221226671/10000100000000060000000006385152_0.smil
CHC动作影视,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8
CHC高清影视,http://111.20.33.93/PLTV/88888893/224/3221226463/index.m3u8
CHC高清影视,http://39.134.19.252:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://111.20.33.93/PLTV/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://39.134.19.252:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN,http://39.136.48.29:8089/PLTV/88888888/224/3221226320/index.m3u8
CGTN纪录,https://livedoc.cgtn.com/1000d/prog_index.m3u8
CGTN阿拉伯语,http://39.136.48.58:8089/PLTV/88888888/224/3221226405/index.m3u8
CGTN西班牙语,http://39.136.48.18:8089/PLTV/88888888/224/3221226324/index.m3u8
CGTN法语,http://39.136.48.18:8089/PLTV/88888888/224/3221226399/index.m3u8
CGTN俄语,http://39.136.48.58:8089/PLTV/88888888/224/3221226326/index.m3u8


【卫视频道】,#genre#
湖南卫视,http://111.20.33.93/PLTV/88888893/224/3221226211/index.m3u8
湖南卫视,http://111.20.33.93/TVOD/88888893/224/3221226211/index.m3u8
湖南卫视,http://111.40.196.28/PLTV/88888888/224/3221225519/index.m3u8
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8
湖南卫视,http://140.207.241.3:8080/live/program/live/hnwshd/4000000/mnf.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.134.65.166/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.65.181/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.65.208/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.66.110/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225704/1653109760-1-1651280942.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225745/1653109807-1-1648947278.m3u8
江苏卫视,http://111.20.33.93/PLTV/88888893/224/3221226200/index.m3u8
江苏卫视,http://111.20.33.93/TVOD/88888893/224/3221226200/index.m3u8
江苏卫视,http://111.40.196.31/PLTV/88888888/224/3221225515/index.m3u8
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001344/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江苏卫视,http://39.134.65.181/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.65.208/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.66.110/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.66.2/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225702/1653110064-1-1651280974.m3u8
江苏卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225702/1653110094-1-1651280977.m3u8
江苏卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221226211/index.m3u8
江苏卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jswshd/4000000/mnf.m3u8
浙江卫视,http://111.20.33.93/PLTV/88888893/224/3221226199/index.m3u8
浙江卫视,http://111.20.33.93/TVOD/88888893/224/3221226199/index.m3u8
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225510/index.m3u8
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225523/index.m3u8
浙江卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001345/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
浙江卫视,http://39.134.65.175/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.65.179/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.65.208/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/1.m3u8
浙江卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225703/1653132080-1-1651283178.m3u8
浙江卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225744/1653137040-1-1648950003.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225703/index.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225744/index.m3u8
浙江卫视,http://39.136.48.26:8089/PLTV/88888888/224/3221225585/index.m3u8
浙江卫视,http://hms363nc1880172761.live.aikan.miguvideo.com/PLTV/88888888/224/3221229352/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
浙江卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/zjwshd/4000000/mnf.m3u8
东方卫视,http://111.11.123.44:6610/030000001001/dongfangstv/1.m3u8?channel-id=ystenlive
东方卫视,http://111.20.33.93/PLTV/88888893/224/3221226217/index.m3u8
东方卫视,http://111.20.33.93/TVOD/88888893/224/3221226217/index.m3u8
东方卫视,http://111.40.196.30/PLTV/88888888/224/3221225509/index.m3u8
东方卫视,http://111.40.196.35/PLTV/88888888/224/3221225509/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001336/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
东方卫视,http://39.134.65.164/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.175/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.179/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.208/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.66.110/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225658/1653140236-1-1648950319.m3u8
东方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225659/1653140325-1-1651284002.m3u8
东方卫视,http://39.136.48.54:8089/PLTV/88888888/224/3221226347/index.m3u8
北京卫视,http://111.20.33.93/PLTV/88888893/224/3221226222/index.m3u8
北京卫视,http://111.20.33.93/TVOD/88888893/224/3221226222/index.m3u8
北京卫视,http://111.40.196.25/PLTV/88888888/224/3221225540/index.m3u8
北京卫视,http://111.40.196.30/PLTV/88888888/224/3221225540/index.m3u8
北京卫视,http://111.40.196.32/PLTV/88888888/224/3221225527/index.m3u8
北京卫视,http://111.63.117.13:6060/030000001001/beijingstv/1.m3u8?channel-id=ystenlive
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://39.134.65.164/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.134.65.179/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.134.65.208/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225673/1653141522-1-1648950446.m3u8
北京卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
北京卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225674/1653141549-1-1651284122.m3u8
北京卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221226146/index.m3u8
北京卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/bjwshd/4000000/mnf.m3u8
南方卫视,http://111.20.33.93/PLTV/88888893/224/3221226218/index.m3u8
南方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226203/1653149724-1-1651284940.m3u8
厦门卫视,http://111.20.33.93/PLTV/88888893/224/3221226219/index.m3u8
厦门卫视,http://111.40.196.32/PLTV/88888888/224/3221225643/index.m3u8
厦门卫视,http://117.148.179.134/PLTV/88888888/224/3221229184/index.m3u8
厦门卫视,http://39.136.48.8:8089/PLTV/88888888/224/3221226505/index.m3u8
厦门卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229184/index.m3u8
吉林卫视,http://111.40.196.36/PLTV/88888888/224/3221225589/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8
吉林卫视,http://39.134.65.149:80/PLTV/88888888/224/3221225981/1653149014-1-1652757736.m3u8
吉林卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225680/1653149097-1-1648951247.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
四川卫视,http://111.40.196.34/PLTV/88888888/224/3221225562/index.m3u8
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8
四川卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231885/1.m3u8
天津卫视,http://111.20.33.93/PLTV/88888893/224/3221226204/index.m3u8
天津卫视,http://111.20.33.93/TVOD/88888893/224/3221226204/index.m3u8
天津卫视,http://111.40.196.32/PLTV/88888888/224/3221225597/index.m3u8
天津卫视,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001343/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
